Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_139_266,VDD,Metal1,148.3200,548.1000,1.197734
FILLER_139_244,VDD,Metal1,137.5200,548.1000,1.197776
FILLER_139_213,VDD,Metal1,123.3710,548.6960,1.197795
FILLER_139_206,VDD,Metal1,120.7290,548.6980,1.197799
FILLER_139_199,VDD,Metal1,117.3690,548.6980,1.197800
FILLER_139_192,VDD,Metal1,114.0090,548.6980,1.197806
FILLER_139_178,VDD,Metal1,105.8400,548.1000,1.197810
FILLER_139_174,VDD,Metal1,104.6510,548.6960,1.197827
FILLER_139_165,VDD,Metal1,99.6000,548.1000,1.197827
FILLER_139_159,VDD,Metal1,96.7200,548.1000,1.197828
FILLER_139_140,VDD,Metal1,89.0490,548.6980,1.197830
FILLER_139_121,VDD,Metal1,78.4800,548.1000,1.197837
FILLER_139_114,VDD,Metal1,75.3600,548.1000,1.197838
FILLER_139_110,VDD,Metal1,73.9310,548.6960,1.197840
FILLER_139_95,VDD,Metal1,66.2400,548.1000,1.197841
FILLER_139_91,VDD,Metal1,64.8110,548.6960,1.197844
FILLER_139_78,VDD,Metal1,57.8400,548.1000,1.197846
FILLER_139_52,VDD,Metal1,45.3600,548.1000,1.197859
FILLER_139_48,VDD,Metal1,44.1710,548.6960,1.197859
FILLER_139_29,VDD,Metal1,34.3200,548.1000,1.197866
FILLER_139_25,VDD,Metal1,33.1310,548.6960,1.197867
FILLER_139_4,VDD,Metal1,22.3200,548.1000,1.197866
FILLER_139_0,VDD,Metal1,21.1310,548.6960,1.197866
FILLER_138_1747,VDD,Metal1,859.2000,548.1000,1.197841
FILLER_138_1743,VDD,Metal1,857.7710,547.5030,1.197841
FILLER_138_1736,VDD,Metal1,855.1290,547.5010,1.197841
FILLER_138_1729,VDD,Metal1,851.7690,547.5010,1.197841
FILLER_138_1722,VDD,Metal1,848.4090,547.5010,1.197841
FILLER_138_1715,VDD,Metal1,845.0490,547.5010,1.197841
FILLER_138_1684,VDD,Metal1,829.4510,547.5030,1.197843
FILLER_138_1625,VDD,Metal1,800.4000,548.1000,1.197846
FILLER_138_1623,VDD,Metal1,799.6800,548.1000,1.197846
FILLER_138_1547,VDD,Metal1,763.2000,548.1000,1.197850
FILLER_138_1543,VDD,Metal1,761.7710,547.5030,1.197850
FILLER_138_1538,VDD,Metal1,758.6400,548.1000,1.197850
FILLER_138_1536,VDD,Metal1,757.9200,548.1000,1.197850
FILLER_138_1524,VDD,Metal1,752.1600,548.1000,1.197850
FILLER_138_1517,VDD,Metal1,750.0090,547.5010,1.197850
FILLER_138_1510,VDD,Metal1,746.6490,547.5010,1.197850
FILLER_138_1503,VDD,Metal1,743.2890,547.5010,1.197850
FILLER_138_1495,VDD,Metal1,738.7310,547.5030,1.197850
FILLER_138_1488,VDD,Metal1,736.0890,547.5010,1.197852
FILLER_138_1474,VDD,Metal1,727.9200,548.1000,1.197852
FILLER_138_1472,VDD,Metal1,727.2000,548.1000,1.197852
FILLER_138_1461,VDD,Metal1,721.6800,548.1000,1.197853
FILLER_138_1454,VDD,Metal1,719.7690,547.5010,1.197853
FILLER_138_1438,VDD,Metal1,710.8800,548.1000,1.197853
FILLER_138_1431,VDD,Metal1,708.7290,547.5010,1.197852
FILLER_138_1426,VDD,Metal1,704.8800,548.1000,1.197852
FILLER_138_1422,VDD,Metal1,703.6910,547.5030,1.197852
FILLER_138_1416,VDD,Metal1,700.3200,548.1000,1.197852
FILLER_138_1409,VDD,Metal1,698.1690,547.5010,1.197852
FILLER_138_1402,VDD,Metal1,694.8090,547.5010,1.197852
FILLER_138_1386,VDD,Metal1,685.9200,548.1000,1.197852
FILLER_138_1360,VDD,Metal1,673.2000,548.1000,1.197852
FILLER_138_1354,VDD,Metal1,670.3200,548.1000,1.197852
FILLER_138_1352,VDD,Metal1,669.6000,548.1000,1.197852
FILLER_138_1314,VDD,Metal1,651.1200,548.1000,1.197853
FILLER_138_1232,VDD,Metal1,613.2090,547.5010,1.197844
FILLER_138_1225,VDD,Metal1,609.8490,547.5010,1.197844
FILLER_138_1219,VDD,Metal1,605.7600,548.1000,1.197842
FILLER_138_1211,VDD,Metal1,602.4110,547.5030,1.197842
FILLER_138_1204,VDD,Metal1,599.7690,547.5010,1.197842
FILLER_138_1171,VDD,Metal1,582.7200,548.1000,1.197842
FILLER_138_1167,VDD,Metal1,581.2910,547.5030,1.197842
FILLER_138_1148,VDD,Metal1,571.6800,548.1000,1.197842
FILLER_138_1141,VDD,Metal1,569.5290,547.5010,1.197842
FILLER_138_1134,VDD,Metal1,566.1690,547.5010,1.197842
FILLER_138_1127,VDD,Metal1,562.8090,547.5010,1.197842
FILLER_138_1119,VDD,Metal1,558.2510,547.5030,1.197836
FILLER_138_1112,VDD,Metal1,555.6090,547.5010,1.197836
FILLER_138_1105,VDD,Metal1,552.2490,547.5010,1.197836
FILLER_138_1077,VDD,Metal1,537.3600,548.1000,1.197836
FILLER_138_1070,VDD,Metal1,535.4490,547.5010,1.197836
FILLER_138_1060,VDD,Metal1,529.2000,548.1000,1.197837
FILLER_138_1058,VDD,Metal1,528.4800,548.1000,1.197837
FILLER_138_1017,VDD,Metal1,508.8000,548.1000,1.197843
FILLER_138_1007,VDD,Metal1,504.0000,548.1000,1.197843
FILLER_138_993,VDD,Metal1,497.0400,548.1000,1.197843
FILLER_138_983,VDD,Metal1,492.4800,548.1000,1.197844
FILLER_138_966,VDD,Metal1,485.5290,547.5010,1.197844
FILLER_138_951,VDD,Metal1,477.1200,548.1000,1.197841
FILLER_138_934,VDD,Metal1,469.4510,547.5030,1.197841
FILLER_138_927,VDD,Metal1,466.8090,547.5010,1.197841
FILLER_138_920,VDD,Metal1,463.4490,547.5010,1.197841
FILLER_138_912,VDD,Metal1,458.8910,547.5030,1.197840
FILLER_138_905,VDD,Metal1,456.2490,547.5010,1.197839
FILLER_138_877,VDD,Metal1,441.3600,548.1000,1.197839
FILLER_138_867,VDD,Metal1,436.8000,548.1000,1.197839
FILLER_138_860,VDD,Metal1,434.6490,547.5010,1.197839
FILLER_138_853,VDD,Metal1,431.2890,547.5010,1.197838
FILLER_138_844,VDD,Metal1,425.5200,548.1000,1.197838
FILLER_138_835,VDD,Metal1,421.2000,548.1000,1.197838
FILLER_138_831,VDD,Metal1,420.0110,547.5030,1.197838
FILLER_138_824,VDD,Metal1,417.3690,547.5010,1.197838
FILLER_138_808,VDD,Metal1,408.2400,548.1000,1.197833
FILLER_138_806,VDD,Metal1,407.5200,548.1000,1.197833
FILLER_138_800,VDD,Metal1,404.4000,548.1000,1.197832
FILLER_138_794,VDD,Metal1,401.5200,548.1000,1.197830
FILLER_138_792,VDD,Metal1,400.8000,548.1000,1.197830
FILLER_138_785,VDD,Metal1,398.6490,547.5010,1.197830
FILLER_138_770,VDD,Metal1,390.2400,548.1000,1.197806
FILLER_138_739,VDD,Metal1,375.8510,547.5030,1.197803
FILLER_138_711,VDD,Metal1,361.6800,548.1000,1.197804
FILLER_138_709,VDD,Metal1,360.9600,548.1000,1.197804
FILLER_138_653,VDD,Metal1,334.0800,548.1000,1.197797
FILLER_138_649,VDD,Metal1,332.6510,547.5030,1.197797
FILLER_138_643,VDD,Metal1,329.0400,548.1000,1.197791
FILLER_138_639,VDD,Metal1,327.8510,547.5030,1.197791
FILLER_138_632,VDD,Metal1,325.2090,547.5010,1.197791
FILLER_138_626,VDD,Metal1,320.8800,548.1000,1.197783
FILLER_138_601,VDD,Metal1,308.8800,548.1000,1.197781
FILLER_138_595,VDD,Metal1,306.2400,548.1000,1.197781
FILLER_138_573,VDD,Metal1,295.6800,548.1000,1.197781
FILLER_138_501,VDD,Metal1,260.8800,548.1000,1.197794
FILLER_138_495,VDD,Metal1,258.0000,548.1000,1.197793
FILLER_138_491,VDD,Metal1,256.8110,547.5030,1.197793
FILLER_138_475,VDD,Metal1,249.1310,547.5030,1.197790
FILLER_138_463,VDD,Metal1,242.8800,548.1000,1.197788
FILLER_138_459,VDD,Metal1,241.4510,547.5030,1.197788
FILLER_138_448,VDD,Metal1,235.6800,548.1000,1.197787
FILLER_138_425,VDD,Metal1,224.6400,548.1000,1.197780
FILLER_138_411,VDD,Metal1,217.6800,548.1000,1.197780
FILLER_138_397,VDD,Metal1,211.6910,547.5030,1.197779
FILLER_138_390,VDD,Metal1,209.0490,547.5010,1.197770
FILLER_138_377,VDD,Metal1,202.8090,547.5010,1.197741
FILLER_138_370,VDD,Metal1,199.4490,547.5010,1.197740
FILLER_138_353,VDD,Metal1,189.8400,548.1000,1.197739
FILLER_138_318,VDD,Metal1,173.2800,548.1000,1.197726
FILLER_138_314,VDD,Metal1,171.8510,547.5030,1.197726
FILLER_138_304,VDD,Metal1,166.5600,548.1000,1.197725
FILLER_138_295,VDD,Metal1,162.0000,548.1000,1.197725
FILLER_138_284,VDD,Metal1,156.9600,548.1000,1.197725
FILLER_138_280,VDD,Metal1,155.5310,547.5030,1.197728
FILLER_138_274,VDD,Metal1,151.9200,548.1000,1.197731
FILLER_138_270,VDD,Metal1,150.7310,547.5030,1.197731
FILLER_138_256,VDD,Metal1,143.5200,548.1000,1.197739
FILLER_138_252,VDD,Metal1,142.0910,547.5030,1.197755
FILLER_138_243,VDD,Metal1,137.0400,548.1000,1.197776
FILLER_138_239,VDD,Metal1,135.8510,547.5030,1.197779
FILLER_138_208,VDD,Metal1,120.2400,548.1000,1.197799
FILLER_138_206,VDD,Metal1,119.5200,548.1000,1.197799
FILLER_138_199,VDD,Metal1,117.3690,547.5010,1.197800
FILLER_138_176,VDD,Metal1,104.8800,548.1000,1.197827
FILLER_138_169,VDD,Metal1,102.9690,547.5010,1.197827
FILLER_138_162,VDD,Metal1,99.6090,547.5010,1.197827
FILLER_138_153,VDD,Metal1,93.8400,548.1000,1.197829
FILLER_138_147,VDD,Metal1,91.2000,548.1000,1.197829
FILLER_138_133,VDD,Metal1,84.2400,548.1000,1.197831
FILLER_138_126,VDD,Metal1,82.3290,547.5010,1.197832
FILLER_138_102,VDD,Metal1,70.8090,547.5010,1.197840
FILLER_138_95,VDD,Metal1,67.4490,547.5010,1.197841
FILLER_138_75,VDD,Metal1,56.4000,548.1000,1.197846
FILLER_138_73,VDD,Metal1,55.6800,548.1000,1.197847
FILLER_138_51,VDD,Metal1,45.6110,547.5030,1.197859
FILLER_138_41,VDD,Metal1,40.3200,548.1000,1.197864
FILLER_138_27,VDD,Metal1,33.6000,548.1000,1.197867
FILLER_138_16,VDD,Metal1,28.0800,548.1000,1.197867
FILLER_138_14,VDD,Metal1,27.3600,548.1000,1.197866
FILLER_138_0,VDD,Metal1,21.1310,547.5030,1.197866
FILLER_137_1747,VDD,Metal1,859.2000,540.5400,1.197784
FILLER_137_1740,VDD,Metal1,857.0490,541.1380,1.197784
FILLER_137_1733,VDD,Metal1,853.6890,541.1380,1.197784
FILLER_137_1726,VDD,Metal1,850.3290,541.1380,1.197784
FILLER_137_1719,VDD,Metal1,846.9690,541.1380,1.197784
FILLER_137_1712,VDD,Metal1,843.6090,541.1380,1.197784
FILLER_137_1705,VDD,Metal1,840.2490,541.1380,1.197784
FILLER_137_1698,VDD,Metal1,836.8890,541.1380,1.197784
FILLER_137_1665,VDD,Metal1,819.8400,540.5400,1.197784
FILLER_137_1661,VDD,Metal1,818.4110,541.1360,1.197784
FILLER_137_1637,VDD,Metal1,806.1600,540.5400,1.197785
FILLER_137_1626,VDD,Metal1,800.8800,540.5400,1.197785
FILLER_137_1624,VDD,Metal1,800.1600,540.5400,1.197786
FILLER_137_1595,VDD,Metal1,786.2400,540.5400,1.197786
FILLER_137_1581,VDD,Metal1,779.2800,540.5400,1.197782
FILLER_137_1563,VDD,Metal1,770.6400,540.5400,1.197782
FILLER_137_1561,VDD,Metal1,769.9200,540.5400,1.197782
FILLER_137_1529,VDD,Metal1,754.3200,540.5400,1.197782
FILLER_137_1527,VDD,Metal1,753.6000,540.5400,1.197782
FILLER_137_1516,VDD,Metal1,748.0800,540.5400,1.197783
FILLER_137_1509,VDD,Metal1,746.1690,541.1380,1.197783
FILLER_137_1502,VDD,Metal1,742.8090,541.1380,1.197783
FILLER_137_1384,VDD,Metal1,684.9600,540.5400,1.197782
FILLER_137_1377,VDD,Metal1,682.8090,541.1380,1.197785
FILLER_137_1346,VDD,Metal1,667.2110,541.1360,1.197799
FILLER_137_1331,VDD,Metal1,659.5200,540.5400,1.197801
FILLER_137_1324,VDD,Metal1,657.3690,541.1380,1.197801
FILLER_137_1319,VDD,Metal1,653.5200,540.5400,1.197802
FILLER_137_1317,VDD,Metal1,652.8000,540.5400,1.197802
FILLER_137_1274,VDD,Metal1,633.3690,541.1380,1.197816
FILLER_137_1246,VDD,Metal1,618.4800,540.5400,1.197816
FILLER_137_1191,VDD,Metal1,592.0800,540.5400,1.197816
FILLER_137_1189,VDD,Metal1,591.3600,540.5400,1.197816
FILLER_137_1145,VDD,Metal1,571.4490,541.1380,1.197817
FILLER_137_1116,VDD,Metal1,556.3200,540.5400,1.197817
FILLER_137_1112,VDD,Metal1,554.8910,541.1360,1.197818
FILLER_137_1091,VDD,Metal1,544.0800,540.5400,1.197820
FILLER_137_1087,VDD,Metal1,542.8910,541.1360,1.197820
FILLER_137_1080,VDD,Metal1,540.2490,541.1380,1.197820
FILLER_137_1073,VDD,Metal1,536.8890,541.1380,1.197820
FILLER_137_1068,VDD,Metal1,533.0400,540.5400,1.197820
FILLER_137_1064,VDD,Metal1,531.8510,541.1360,1.197820
FILLER_137_1047,VDD,Metal1,522.9600,540.5400,1.197823
FILLER_137_1045,VDD,Metal1,522.2400,540.5400,1.197823
FILLER_137_1030,VDD,Metal1,514.8000,540.5400,1.197828
FILLER_137_1028,VDD,Metal1,514.0800,540.5400,1.197829
FILLER_137_1020,VDD,Metal1,510.7310,541.1360,1.197829
FILLER_137_1011,VDD,Metal1,505.6800,540.5400,1.197830
FILLER_137_998,VDD,Metal1,499.4400,540.5400,1.197832
FILLER_137_989,VDD,Metal1,495.1200,540.5400,1.197833
FILLER_137_987,VDD,Metal1,494.4000,540.5400,1.197834
FILLER_137_978,VDD,Metal1,489.8400,540.5400,1.197838
FILLER_137_976,VDD,Metal1,489.1200,540.5400,1.197838
FILLER_137_962,VDD,Metal1,482.4000,540.5400,1.197837
FILLER_137_955,VDD,Metal1,479.0400,540.5400,1.197836
FILLER_137_949,VDD,Metal1,476.1600,540.5400,1.197836
FILLER_137_944,VDD,Metal1,473.5200,540.5400,1.197836
FILLER_137_925,VDD,Metal1,465.8490,541.1380,1.197830
FILLER_137_918,VDD,Metal1,462.4890,541.1380,1.197830
FILLER_137_890,VDD,Metal1,447.6000,540.5400,1.197830
FILLER_137_876,VDD,Metal1,441.1200,540.5400,1.197830
FILLER_137_856,VDD,Metal1,432.7290,541.1380,1.197830
FILLER_137_834,VDD,Metal1,420.7200,540.5400,1.197831
FILLER_137_830,VDD,Metal1,419.5310,541.1360,1.197831
FILLER_137_794,VDD,Metal1,402.9690,541.1380,1.197825
FILLER_137_787,VDD,Metal1,399.6090,541.1380,1.197806
FILLER_137_780,VDD,Metal1,396.2490,541.1380,1.197806
FILLER_137_746,VDD,Metal1,379.2110,541.1360,1.197804
FILLER_137_708,VDD,Metal1,360.2400,540.5400,1.197804
FILLER_137_706,VDD,Metal1,359.5200,540.5400,1.197803
FILLER_137_678,VDD,Metal1,345.8400,540.5400,1.197803
FILLER_137_676,VDD,Metal1,345.1200,540.5400,1.197803
FILLER_137_669,VDD,Metal1,341.7600,540.5400,1.197803
FILLER_137_662,VDD,Metal1,338.4000,540.5400,1.197801
FILLER_137_634,VDD,Metal1,324.7200,540.5400,1.197787
FILLER_137_630,VDD,Metal1,323.5310,541.1360,1.197786
FILLER_137_623,VDD,Metal1,320.8890,541.1380,1.197786
FILLER_137_588,VDD,Metal1,302.8800,540.5400,1.197746
FILLER_137_575,VDD,Metal1,296.4000,540.5400,1.197740
FILLER_137_569,VDD,Metal1,293.5200,540.5400,1.197738
FILLER_137_565,VDD,Metal1,292.3310,541.1360,1.197738
FILLER_137_541,VDD,Metal1,280.0800,540.5400,1.197733
FILLER_137_539,VDD,Metal1,279.3600,540.5400,1.197733
FILLER_137_532,VDD,Metal1,275.7600,540.5400,1.197734
FILLER_137_530,VDD,Metal1,275.0400,540.5400,1.197734
FILLER_137_505,VDD,Metal1,264.2490,541.1380,1.197760
FILLER_137_497,VDD,Metal1,259.6910,541.1360,1.197759
FILLER_137_486,VDD,Metal1,253.6800,540.5400,1.197723
FILLER_137_478,VDD,Metal1,250.0800,540.5400,1.197721
FILLER_137_465,VDD,Metal1,243.6000,540.5400,1.197715
FILLER_137_463,VDD,Metal1,242.8800,540.5400,1.197715
FILLER_137_448,VDD,Metal1,235.6800,540.5400,1.197702
FILLER_137_409,VDD,Metal1,218.1690,541.1380,1.197696
FILLER_137_397,VDD,Metal1,211.6910,541.1360,1.197689
FILLER_137_360,VDD,Metal1,193.4400,540.5400,1.197681
FILLER_137_353,VDD,Metal1,191.2890,541.1380,1.197681
FILLER_137_305,VDD,Metal1,167.0400,540.5400,1.197673
FILLER_137_288,VDD,Metal1,158.6400,540.5400,1.197672
FILLER_137_286,VDD,Metal1,157.9200,540.5400,1.197672
FILLER_137_276,VDD,Metal1,153.1200,540.5400,1.197676
FILLER_137_272,VDD,Metal1,151.6910,541.1360,1.197676
FILLER_137_262,VDD,Metal1,146.4000,540.5400,1.197677
FILLER_137_239,VDD,Metal1,136.5690,541.1380,1.197689
FILLER_137_198,VDD,Metal1,115.6800,540.5400,1.197793
FILLER_137_164,VDD,Metal1,99.3600,540.5400,1.197796
FILLER_137_125,VDD,Metal1,81.8490,541.1380,1.197800
FILLER_137_89,VDD,Metal1,63.3600,540.5400,1.197801
FILLER_137_82,VDD,Metal1,60.0000,540.5400,1.197801
FILLER_137_78,VDD,Metal1,58.5710,541.1360,1.197804
FILLER_137_52,VDD,Metal1,46.0910,541.1360,1.197850
FILLER_137_38,VDD,Metal1,38.6400,540.5400,1.197850
FILLER_137_36,VDD,Metal1,37.9200,540.5400,1.197852
FILLER_137_29,VDD,Metal1,35.7690,541.1380,1.197853
FILLER_137_16,VDD,Metal1,28.0800,540.5400,1.197851
FILLER_137_14,VDD,Metal1,27.3600,540.5400,1.197851
FILLER_137_0,VDD,Metal1,20.6400,540.5400,1.197851
FILLER_136_1748,VDD,Metal1,859.4400,540.5400,1.197784
FILLER_136_1741,VDD,Metal1,857.5290,539.9410,1.197784
FILLER_136_1734,VDD,Metal1,854.1690,539.9410,1.197784
FILLER_136_1727,VDD,Metal1,850.8090,539.9410,1.197784
FILLER_136_1720,VDD,Metal1,847.4490,539.9410,1.197784
FILLER_136_1713,VDD,Metal1,844.0890,539.9410,1.197784
FILLER_136_1708,VDD,Metal1,840.2400,540.5400,1.197784
FILLER_136_1687,VDD,Metal1,831.6090,539.9410,1.197784
FILLER_136_1673,VDD,Metal1,824.1710,539.9430,1.197784
FILLER_136_1666,VDD,Metal1,821.5290,539.9410,1.197784
FILLER_136_1649,VDD,Metal1,813.3690,539.9410,1.197784
FILLER_136_1642,VDD,Metal1,810.0090,539.9410,1.197784
FILLER_136_1624,VDD,Metal1,799.9200,540.5400,1.197786
FILLER_136_1617,VDD,Metal1,798.0090,539.9410,1.197786
FILLER_136_1612,VDD,Metal1,794.1600,540.5400,1.197786
FILLER_136_1582,VDD,Metal1,780.4910,539.9430,1.197786
FILLER_136_1571,VDD,Metal1,774.4800,540.5400,1.197782
FILLER_136_1524,VDD,Metal1,752.1600,540.5400,1.197783
FILLER_136_1517,VDD,Metal1,750.0090,539.9410,1.197783
FILLER_136_1479,VDD,Metal1,730.3200,540.5400,1.197783
FILLER_136_1474,VDD,Metal1,727.9200,540.5400,1.197783
FILLER_136_1470,VDD,Metal1,726.7310,539.9430,1.197783
FILLER_136_1432,VDD,Metal1,707.7600,540.5400,1.197782
FILLER_136_1430,VDD,Metal1,707.0400,540.5400,1.197782
FILLER_136_1406,VDD,Metal1,695.2800,540.5400,1.197782
FILLER_136_1388,VDD,Metal1,687.3710,539.9430,1.197782
FILLER_136_1370,VDD,Metal1,678.0000,540.5400,1.197786
FILLER_136_1366,VDD,Metal1,676.8110,539.9430,1.197796
FILLER_136_1357,VDD,Metal1,671.7600,540.5400,1.197797
FILLER_136_1350,VDD,Metal1,669.8490,539.9410,1.197798
FILLER_136_1344,VDD,Metal1,665.5200,540.5400,1.197800
FILLER_136_1337,VDD,Metal1,663.6090,539.9410,1.197800
FILLER_136_1328,VDD,Metal1,657.8400,540.5400,1.197801
FILLER_136_1326,VDD,Metal1,657.1200,540.5400,1.197801
FILLER_136_1303,VDD,Metal1,646.0800,540.5400,1.197816
FILLER_136_1299,VDD,Metal1,644.6510,539.9430,1.197816
FILLER_136_1292,VDD,Metal1,642.0090,539.9410,1.197816
FILLER_136_1277,VDD,Metal1,634.8090,539.9410,1.197816
FILLER_136_1241,VDD,Metal1,616.0800,540.5400,1.197816
FILLER_136_1237,VDD,Metal1,614.8910,539.9430,1.197816
FILLER_136_1208,VDD,Metal1,600.4800,540.5400,1.197816
FILLER_136_1201,VDD,Metal1,598.3290,539.9410,1.197816
FILLER_136_1169,VDD,Metal1,581.5200,540.5400,1.197817
FILLER_136_1165,VDD,Metal1,580.3310,539.9430,1.197817
FILLER_136_1133,VDD,Metal1,564.2400,540.5400,1.197817
FILLER_136_1126,VDD,Metal1,562.3290,539.9410,1.197817
FILLER_136_1120,VDD,Metal1,558.2400,540.5400,1.197817
FILLER_136_1097,VDD,Metal1,546.9600,540.5400,1.197819
FILLER_136_1091,VDD,Metal1,544.0800,540.5400,1.197820
FILLER_136_1058,VDD,Metal1,528.2400,540.5400,1.197822
FILLER_136_1051,VDD,Metal1,526.3290,539.9410,1.197822
FILLER_136_1035,VDD,Metal1,517.2000,540.5400,1.197825
FILLER_136_1007,VDD,Metal1,505.2090,539.9410,1.197830
FILLER_136_989,VDD,Metal1,495.8510,539.9430,1.197833
FILLER_136_983,VDD,Metal1,492.4800,540.5400,1.197838
FILLER_136_964,VDD,Metal1,483.1200,540.5400,1.197837
FILLER_136_928,VDD,Metal1,466.5710,539.9430,1.197830
FILLER_136_897,VDD,Metal1,451.6910,539.9430,1.197830
FILLER_136_873,VDD,Metal1,439.4400,540.5400,1.197830
FILLER_136_871,VDD,Metal1,438.7200,540.5400,1.197830
FILLER_136_865,VDD,Metal1,435.8400,540.5400,1.197830
FILLER_136_856,VDD,Metal1,431.2800,540.5400,1.197830
FILLER_136_854,VDD,Metal1,430.5600,540.5400,1.197831
FILLER_136_839,VDD,Metal1,423.1200,540.5400,1.197831
FILLER_136_835,VDD,Metal1,421.9310,539.9430,1.197831
FILLER_136_828,VDD,Metal1,419.2890,539.9410,1.197831
FILLER_136_785,VDD,Metal1,398.6490,539.9410,1.197806
FILLER_136_767,VDD,Metal1,388.8000,540.5400,1.197804
FILLER_136_763,VDD,Metal1,387.3710,539.9430,1.197804
FILLER_136_756,VDD,Metal1,384.7290,539.9410,1.197804
FILLER_136_749,VDD,Metal1,381.3690,539.9410,1.197804
FILLER_136_742,VDD,Metal1,378.0090,539.9410,1.197804
FILLER_136_735,VDD,Metal1,374.6490,539.9410,1.197804
FILLER_136_728,VDD,Metal1,371.2890,539.9410,1.197804
FILLER_136_676,VDD,Metal1,344.8800,540.5400,1.197803
FILLER_136_672,VDD,Metal1,343.6910,539.9430,1.197803
FILLER_136_666,VDD,Metal1,340.3200,540.5400,1.197803
FILLER_136_662,VDD,Metal1,338.8910,539.9430,1.197801
FILLER_136_627,VDD,Metal1,321.3600,540.5400,1.197786
FILLER_136_620,VDD,Metal1,318.2400,540.5400,1.197784
FILLER_136_613,VDD,Metal1,316.0890,539.9410,1.197784
FILLER_136_580,VDD,Metal1,298.8000,540.5400,1.197741
FILLER_136_578,VDD,Metal1,298.0800,540.5400,1.197741
FILLER_136_571,VDD,Metal1,294.7200,540.5400,1.197739
FILLER_136_567,VDD,Metal1,293.2910,539.9430,1.197738
FILLER_136_551,VDD,Metal1,285.1200,540.5400,1.197736
FILLER_136_509,VDD,Metal1,264.9600,540.5400,1.197760
FILLER_136_504,VDD,Metal1,262.3200,540.5400,1.197760
FILLER_136_469,VDD,Metal1,245.5200,540.5400,1.197716
FILLER_136_461,VDD,Metal1,241.6800,540.5400,1.197715
FILLER_136_445,VDD,Metal1,234.7310,539.9430,1.197700
FILLER_136_437,VDD,Metal1,230.4000,540.5400,1.197700
FILLER_136_427,VDD,Metal1,225.6000,540.5400,1.197699
FILLER_136_416,VDD,Metal1,220.0800,540.5400,1.197696
FILLER_136_409,VDD,Metal1,218.1690,539.9410,1.197696
FILLER_136_384,VDD,Metal1,205.4510,539.9430,1.197688
FILLER_136_378,VDD,Metal1,201.8400,540.5400,1.197682
FILLER_136_376,VDD,Metal1,201.1200,540.5400,1.197682
FILLER_136_343,VDD,Metal1,186.4890,539.9410,1.197677
FILLER_136_336,VDD,Metal1,183.1290,539.9410,1.197677
FILLER_136_329,VDD,Metal1,179.7690,539.9410,1.197677
FILLER_136_322,VDD,Metal1,176.4090,539.9410,1.197677
FILLER_136_315,VDD,Metal1,173.0490,539.9410,1.197676
FILLER_136_301,VDD,Metal1,164.8800,540.5400,1.197672
FILLER_136_299,VDD,Metal1,164.1600,540.5400,1.197672
FILLER_136_256,VDD,Metal1,143.5200,540.5400,1.197679
FILLER_136_246,VDD,Metal1,138.7200,540.5400,1.197685
FILLER_136_229,VDD,Metal1,130.3200,540.5400,1.197739
FILLER_136_209,VDD,Metal1,120.9600,540.5400,1.197763
FILLER_136_191,VDD,Metal1,112.3200,540.5400,1.197793
FILLER_136_176,VDD,Metal1,105.1200,540.5400,1.197796
FILLER_136_156,VDD,Metal1,96.0110,539.9430,1.197796
FILLER_136_149,VDD,Metal1,92.1600,540.5400,1.197796
FILLER_136_139,VDD,Metal1,87.1200,540.5400,1.197799
FILLER_136_137,VDD,Metal1,86.4000,540.5400,1.197799
FILLER_136_124,VDD,Metal1,79.9200,540.5400,1.197800
FILLER_136_122,VDD,Metal1,79.2000,540.5400,1.197800
FILLER_136_102,VDD,Metal1,70.0910,539.9430,1.197801
FILLER_136_77,VDD,Metal1,57.3600,540.5400,1.197805
FILLER_136_73,VDD,Metal1,56.1710,539.9430,1.197808
FILLER_136_61,VDD,Metal1,49.9200,540.5400,1.197849
FILLER_136_57,VDD,Metal1,48.4910,539.9430,1.197849
FILLER_136_50,VDD,Metal1,45.8490,539.9410,1.197850
FILLER_136_36,VDD,Metal1,37.6800,540.5400,1.197852
FILLER_136_20,VDD,Metal1,30.7310,539.9430,1.197853
FILLER_136_0,VDD,Metal1,21.8490,539.9410,1.197851
FILLER_135_1748,VDD,Metal1,859.4400,532.9800,1.197787
FILLER_135_1741,VDD,Metal1,857.5290,533.5780,1.197787
FILLER_135_1734,VDD,Metal1,854.1690,533.5780,1.197787
FILLER_135_1727,VDD,Metal1,850.8090,533.5780,1.197787
FILLER_135_1720,VDD,Metal1,847.4490,533.5780,1.197787
FILLER_135_1648,VDD,Metal1,812.1710,533.5760,1.197789
FILLER_135_1636,VDD,Metal1,805.9200,532.9800,1.197789
FILLER_135_1607,VDD,Metal1,791.7600,532.9800,1.197790
FILLER_135_1605,VDD,Metal1,791.0400,532.9800,1.197790
FILLER_135_1598,VDD,Metal1,788.8890,533.5780,1.197790
FILLER_135_1591,VDD,Metal1,785.5290,533.5780,1.197790
FILLER_135_1559,VDD,Metal1,768.7200,532.9800,1.197791
FILLER_135_1555,VDD,Metal1,767.5310,533.5760,1.197791
FILLER_135_1548,VDD,Metal1,764.8890,533.5780,1.197791
FILLER_135_1527,VDD,Metal1,754.8090,533.5780,1.197792
FILLER_135_1500,VDD,Metal1,740.6400,532.9800,1.197793
